cowcode	year	FDI_UNCTAD_2	capex2000	capex09_152000	oecd	ICRG	sum_pending_full	sum_pending_full_indirect	sum_pending_full_direct	sum_pending_full_proInv	sum_pending_full_FET	polity2	GDP_growth	cusum	ka_open	USBIT	notdirect	notindirect	notFET	USPending	USI	USD	USFE	USnonFET	USnonD	USnonI	sum_ICSID_pending_direct	sum_ICSID_pending_indirect	sum_ICSID_pending_FET	sum_ICSID_pending_Full	ICSIDnotdirect	ICSIDnotindirect	ICSIDnotFET
130.0	1984.0	50.0			0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	2.6252732	2.0	0.3020136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1985.0	62.0			0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.9350014	3.0	0.3020136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1986.0	80.7323			0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.4647825	3.0	0.24161088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1987.0	122.9002			0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	-0.2590987	3.0	0.18120818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1988.0	154.498			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	5.890467	3.0	0.18120818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1989.0	159.7001			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	1.005778	3.0	0.18120818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1990.0	126.1795			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	3.679914	3.0	0.18120818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1991.0	160.1431			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	4.2913423	3.0	0.24161088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1992.0	177.8969			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	2.1143107	3.0	0.3020136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1993.0	473.725			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	1.9732181	3.0	0.4904272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1994.0	576.3265			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	4.25825	3.0	0.43002447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1995.0	452.4602			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	2.2525487	7.0	0.43002447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1996.0	499.6533			0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	1.7317475	10.0	0.36962175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1997.0	723.9358	135.89		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	4.3278646	15.0	0.30921903	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1998.0	869.9729	191.86		0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	3.2665293	16.0	0.47491604	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	1999.0	648.4153	256.47		0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	-4.7393856	18.0	0.47491604	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	2000.0	-23.43936791	228.0		0.0	2.0	0.0	0.0	0.0	0.0	0.0	6	1.0918015	18.0	0.41451332	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	2001.0	538.5685752	147.44		0.0	2.0	0.0	0.0	0.0	0.0	0.0	6	4.01563	20.0	0.41451332	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	2002.0	783.261	294.72		0.0	2.0	2.0	1.0	0.0	1.0	1.0	6	4.0967765	22.0	0.41451332	1.0	2.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0
130.0	2003.0	871.513	207.74		0.0	2.0	4.0	3.0	0.0	1.0	3.0	6	2.7228773	22.0	0.47491604	1.0	4.0	1.0	1.0	3.0	2.0	0.0	1.0	2.0	3.0	1.0	0.0	1.0	1.0	4.0	4.0	3.0	3.0
130.0	2004.0	836.94	222.04		0.0	2.0	5.0	3.0	0.0	2.0	4.0	6	8.21102	22.0	0.81879187	1.0	5.0	2.0	1.0	4.0	2.0	0.0	2.0	2.0	4.0	2.0	0.0	0.0	1.0	5.0	5.0	5.0	4.0
130.0	2005.0	493.414	201.52		0.0	2.0	5.0	3.0	1.0	1.0	4.0	6	5.2913084	22.0	0.87919456	1.0	4.0	2.0	1.0	4.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	5.0	4.0	4.0	4.0
130.0	2006.0	271.429	160.65		0.0	2.0	8.0	4.0	1.0	3.0	6.0	7	4.4035263	22.0	0.9395973	1.0	7.0	4.0	2.0	6.0	3.0	1.0	4.0	2.0	5.0	3.0	0.0	1.0	1.0	8.0	8.0	7.0	7.0
130.0	2007.0	194.159	102.92		0.0	2.0	7.0	3.0	1.0	3.0	5.0	5	2.190064	22.0	1.0	1.0	6.0	4.0	2.0	6.0	3.0	1.0	4.0	2.0	5.0	3.0	0.0	0.0	0.0	7.0	7.0	7.0	7.0
130.0	2008.0	1057.348	60.8		0.0	2.0	9.0	5.0	2.0	3.0	7.0	5	6.3571305	22.0	1.0	1.0	7.0	4.0	2.0	7.0	4.0	2.0	6.0	1.0	5.0	3.0	1.0	3.0	3.0	9.0	8.0	6.0	6.0
130.0	2009.0	308.683		61.25	0.0	2.0	10.0	7.0	2.0	2.0	9.0	5	0.5664916	22.0	0.9395973	1.0	8.0	3.0	1.0	8.0	5.0	2.0	6.0	2.0	6.0	3.0	0.0	0.0	0.0	9.0	9.0	9.0	9.0
130.0	2010.0	165.986		69.85	0.0	2.0	9.0	7.0	1.0	2.0	8.0	5	3.5252986	22.0	0.87919456	1.0	8.0	2.0	1.0	7.0	5.0	1.0	5.0	2.0	6.0	2.0	0.0	0.0	0.0	9.0	9.0	9.0	9.0
130.0	2011.0	644.198		120.52	0.0	2.0	12.0	8.0	2.0	4.0	10.0	5	7.8681407	22.0	0.56997555	1.0	10.0	4.0	2.0	8.0	5.0	1.0	6.0	2.0	7.0	3.0	0.0	0.0	0.0	12.0	12.0	12.0	12.0
130.0	2012.0	567.524		226.1	0.0	2.0	11.0	8.0	2.0	3.0	9.0	5	5.641962	22.0	0.50957286	1.0	9.0	3.0	2.0	7.0	5.0	1.0	5.0	2.0	6.0	2.0	0.0	0.0	0.0	11.0	11.0	11.0	11.0
130.0	2013.0	727.127		240.3	0.0	2.0	8.0	5.0	1.0	2.0	6.0	5	4.9465113	22.0	0.4491701	1.0	7.0	3.0	2.0	5.0	3.0	1.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	9.0	9.0	9.0	9.0
130.0	2014.0	772.318		152.07	0.0	2.0	8.0	5.0	1.0	2.0	6.0	5	3.7888687	22.0	0.4491701	1.0	7.0	3.0	2.0	5.0	3.0	1.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	9.0	9.0	9.0	9.0
130.0	2015.0	1322.038		149.04	0.0	2.0	8.0	4.0	1.0	2.0	5.0	5	0.09887261	22.0	0.6979864	1.0	7.0	4.0	3.0	5.0	3.0	1.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0
130.0	2016.0	744.041			0.0		8.0	4.0	1.0	2.0	5.0	5	-1.5763792	22.0		1.0	7.0	4.0	3.0	5.0	3.0	1.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	11.0	11.0	11.0	11.0
130.0	2017.0																			5.0	3.0	1.0	4.0	1.0	4.0	2.0	0.0	0.0	0.0	10.0	10.0	10.0	10.0
135.0	1984.0	-89.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	7	3.6082866	0.0	0.24161088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1985.0	1.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	7	2.061132	0.0	0.18120818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1986.0	22.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	7	9.425962	0.0	0.12080544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1987.0	32.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	7	9.726147	0.0	0.060402736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1988.0	26.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	7	-9.441274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1989.0	59.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	7	-12.312041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1990.0	41.1			0.0	1.0	0.0	0.0	0.0	0.0	0.0	8	-4.9825635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1991.0	-7.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	8	2.219259	1.0	0.16569704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1992.0	-79.0			0.0	1.0	0.0	0.0	0.0	0.0	0.0	-3	-0.5405091	1.0	0.6979864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1993.0	760.589			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1	5.243577	2.0	0.7583891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1994.0	3289.187			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1	12.308366	6.0	0.81879187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1995.0	2556.982			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1	7.411395	13.0	0.87919456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1996.0	3471.149			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1	2.798973	18.0	0.690781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1997.0	2139.26	589.57		0.0	1.42	0.0	0.0	0.0	0.0	0.0	1	6.4768243	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	1998.0	1643.949	705.96		0.0	2.0	1.0	0.0	0.0	0.0	0.0	1	-0.39153755	20.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	1999.0	1940.009	572.68		0.0	2.0	1.0	0.0	0.0	0.0	0.0	1	1.4949106	21.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2000.0	809.69676	787.0		0.0	2.0	1.0	0.0	0.0	0.0	0.0	5	2.6943715	21.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2001.0	1144.26	442.32		0.0	2.0	1.0	0.0	0.0	0.0	0.0	9	0.6178923	22.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2002.0	2155.836815	442.56		0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	5.453529	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	2003.0	1335.007073	393.86		0.0	2.0	1.0	0.0	1.0	0.0	1.0	9	4.1650233	22.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
135.0	2004.0	1599.038389	368.55		0.0	2.0	1.0	0.0	1.0	0.0	1.0	9	4.9582033	22.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2005.0	2578.719365	899.36		0.0	2.0	1.0	0.0	1.0	0.0	1.0	9	6.2850604	22.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2006.0	3466.531061	1061.65		0.0	2.0	0.0	0.0	0.0	0.0	0.0	9	7.528899	22.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	2007.0	5490.961307	575.19		0.0	2.0	1.0	1.0	0.0	1.0	0.0	9	8.518388	22.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0
135.0	2008.0	6923.651285	802.4		0.0	2.0	1.0	1.0	0.0	1.0	0.0	9	9.126568	23.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2009.0	6430.652961		758.75	0.0	2.0	1.0	1.0	0.0	1.0	0.0	9	1.0958236	24.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
135.0	2010.0	8454.627588		1167.13	0.0	2.0	3.0	3.0	0.0	1.0	2.0	9	8.332459	25.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	3.0	1.0	1.0
135.0	2011.0	7341.119933		1644.05	0.0	2.0	6.0	4.0	0.0	1.0	4.0	9	6.3271923	25.0	1.0	0.0	6.0	2.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	6.0	6.0	5.0	4.0
135.0	2012.0	11788.19537		2624.09	0.0	2.0	6.0	3.0	0.0	0.0	4.0	9	6.1397247	25.0	1.0	0.0	6.0	3.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0	6.0
135.0	2013.0	9799.702105		3800.25	0.0	2.0	7.0	3.0	0.0	0.0	4.0	9	5.852518	25.0	1.0	0.0	7.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	7.0	7.0	7.0
135.0	2014.0	4441.011421		2230.36	0.0	2.0	7.0	2.0	1.0	0.0	3.0	9	2.354333	25.0	1.0	0.0	6.0	5.0	4.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	6.0	7.0	7.0
135.0	2015.0	8271.633514		6439.08	0.0	2.0	5.0	1.0	1.0	0.0	2.0	9	3.2512023	25.0	1.0	0.0	4.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0
135.0	2016.0	6862.893056			0.0		5.0	2.0	1.0	0.0	2.0	9	3.8824968	25.0		0.0	4.0	3.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0
135.0	2017.0																			1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0
140.0	1984.0	1501.2			0.0	3.0	0.0	0.0	0.0	0.0	0.0	-3	5.269143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1985.0	1418.4			0.0	3.0	0.0	0.0	0.0	0.0	0.0	7	7.945862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1986.0	317.151			0.0	3.0	0.0	0.0	0.0	0.0	0.0	7	7.988295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1987.0	1169.1			0.0	3.0	0.0	0.0	0.0	0.0	0.0	7	3.5996294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1988.0	2805.0			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	-0.10267272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1989.0	1129.9			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	3.2794588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1990.0	988.8			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	-3.102356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1991.0	1102.2			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	1.5119373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1992.0	2061.0			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	-0.46691322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1993.0	1290.9			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	4.665169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1994.0	2149.9			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	5.334552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1995.0	4405.122			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	4.4167314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1996.0	10791.687			0.0	3.0	0.0	0.0	0.0	0.0	0.0	8	2.2075355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1997.0	18992.93431	3930.11		0.0	2.58	0.0	0.0	0.0	0.0	0.0	8	3.3950286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1998.0	28855.60992	4102.2		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	0.33835617	0.0	0.16569704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	1999.0	28578.42961	3575.13		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	0.4690666	0.0	0.16569704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2000.0	32779.2397	4008.0		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	4.112565	0.0	0.16569704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2001.0	22457.35337	3234.95		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	1.3898672	0.0	0.16569704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2002.0	16590.20419	3229.44		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.0533037	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2003.0	10143.52467	2110.3		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	1.1410071	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2004.0	18145.88346	2163.98		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	5.759876	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2005.0	15066.29173	3050.08		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.2021353	0.0	0.47491604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2006.0	18822.20795	3525.8		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.9619026	0.0	0.5353188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2007.0	34584.90103	5398.32		0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	6.069873	0.0	0.5353188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2008.0	45058.1563			0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	5.094342	0.0	0.5353188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2009.0	25948.5798		10417.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	-0.12587306	0.0	0.5353188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2010.0	83748.994		10810.24	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	7.5282235	0.0	0.47491604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2011.0	96152.374		12101.78	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.9744253	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2012.0	76097.953		11235.84	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	1.9211503	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2013.0	53059.739		10889.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	3.0048654	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2014.0	73085.50813		11921.74	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	0.5039618	0.0	0.41451332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2015.0	64266.94627		11948.04	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8	-3.7692528	0.0	0.16569704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	2016.0	58679.59141			0.0		0.0	0.0	0.0	0.0	0.0	8	-3.5947392	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145.0	1984.0	7.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	8	-0.20067175	0.0	0.060402736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145.0	1985.0	10.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	-1.6763871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145.0	1986.0	13.4			0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	-2.5738773	0.0	0.30921903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
