cowcode	year	FDI_UNCTAD_2	capex2000	capex09_152000	oecd	ICRG	sum_pending_full	sum_pending_full_indirect	sum_pending_full_direct	sum_pending_full_proInv	sum_pending_full_FET	polity2	GDP_growth	cusum	ka_open	USBIT	notdirect	notindirect	notFET	USPending	USI	USD	USFE	USnonFET	USnonD	USnonI	sum_ICSID_pending_direct	sum_ICSID_pending_indirect	sum_ICSID_pending_FET	sum_ICSID_pending_Full	ICSIDnotdirect	ICSIDnotindirect	ICSIDnotFET
2.0	2002.0	74457.0			1.0	4.0	6.0	4.0	0.0	0.0	6.0	10	1.7861277	36.0	1.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	6.0	5.0	5.0
2.0	2003.0	53146.0			1.0	4.0	6.0	4.0	0.0	0.0	6.0	10	2.806776	37.0	1.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	6.0	5.0	5.0
2.0	2004.0	135826.0			1.0	4.0	7.0	6.0	0.0	0.0	7.0	10	3.7857428	37.0	1.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	7.0	7.0	5.0	5.0
2.0	2005.0	104773.0			1.0	4.0	8.0	6.0	0.0	0.0	7.0	10	3.345216	38.0	1.0	0.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	8.0	8.0
2.0	2006.0	237136.0			1.0	4.0	7.0	5.0	0.0	0.0	6.0	10	2.6666257	38.0	1.0	0.0	7.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	7.0	7.0
2.0	2007.0	215952.0			1.0	4.0	7.0	5.0	0.0	0.0	6.0	10	1.7785703	38.0	1.0	0.0	7.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	7.0	7.0
2.0	2008.0	306366.0			1.0	4.0	5.0	3.0	0.0	0.0	4.0	10	-0.29162145	38.0	1.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0	5.0	4.0	4.0
2.0	2009.0	143604.0			1.0	4.0	6.0	4.0	0.0	0.0	6.0	10	-2.7755296	38.0	1.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	6.0	5.0	5.0
2.0	2010.0	198049.0			1.0	4.0	5.0	3.0	0.0	0.0	5.0	10	2.5319207	38.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0
2.0	2011.0	229862.0			1.0	4.0	5.0	3.0	0.0	0.0	5.0	10	1.6014546	38.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0
2.0	2012.0	199034.0			1.0	4.0	5.0	2.0	0.0	0.0	5.0	10	2.224031	39.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0	5.0	4.0
2.0	2013.0	201393.0			1.0	4.0	5.0	2.0	0.0	0.0	5.0	10	1.6773316	39.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	5.0	5.0
2.0	2014.0	171601.0			1.0	4.0	3.0	0.0	0.0	0.0	3.0	10	2.3704576	39.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0
2.0	2015.0	348402.0			1.0	4.0	2.0	0.0	0.0	0.0	2.0	10	2.861587	39.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0
2.0	2016.0	391104.0			1.0		3.0	1.0	0.0	0.0	3.0	8	1.4852792	39.0		0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0
20.0	1984.0	4753.411013			1.0	4.0	0.0	0.0	0.0	0.0	0.0	10	5.92535	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1985.0	1372.411167			1.0	4.0	0.0	0.0	0.0	0.0	0.0	10	4.7340827	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1986.0	2852.824757			1.0	4.0	0.0	0.0	0.0	0.0	0.0	10	2.1618156	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1987.0	8114.691664			1.0	4.0	0.0	0.0	0.0	0.0	0.0	10	4.0964646	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1988.0	6124.919762			1.0	4.0	0.0	0.0	0.0	0.0	0.0	10	4.429401	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20.0	1989.0	6010.185897			1.0	4.0	0.0	0.0	0.0	0.0	0.0	10	2.323974	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
