tomzcode,record,Country,ACT,YEAR,SIC,TYPE,FIRMS,SECTOR,REGION,mass,scode,spage,source
398,93,jamaica,1507,1977,483,sale,1,meda,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
549,306,kenya,4701,1970,600,sale,1,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
549,307,kenya,4702,1971,600,sale,2,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
549,308,kenya,4703,1971,291,cont,1,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
549,309,kenya,4704,1975,146,sale,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
610,521,kuwait,7101,1972,130,sale,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
610,522,kuwait,7102,1974,130,sale,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
610,523,kuwait,7103,1977,131,nat,2,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
648,192,laos,2901,1977,110,nat,2,min,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
598,524,lebanon,7201,1972,291,int,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
598,525,lebanon,7202,1973,291,int,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
532,310,liberia,4801,1972,101,,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
532,311,liberia,4802,1977,291,nat,1,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,526,libya,7301,1969,130,,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,527,libya,7302,1969,314,,1,mfg,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,528,libya,7303,1970,208,,1,mfg,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,529,libya,7304,1970,517,,4,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,530,libya,7305,1970,600,nat,13,bank,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,531,libya,7306,1970,630,int,4,ins,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,532,libya,7307,1971,160,int,1,cons,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,533,libya,7308,1972,130,,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,534,libya,7309,1973,130,,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,535,libya,7310,1974,517,,2,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,536,libya,7311,1974,130,,3,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
590,537,libya,7312,1974,130,,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,315,malagasay,5001,1974,739,nat,1,svc,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,316,malagasay,5002,1974,450,sale,1,tran,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,317,malagasay,5003,1974,490,sale,1,util,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,318,malagasay,5004,1975,324,,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,319,malagasay,5005,1975,782,nat,11,svc,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,320,malagasay,5006,1975,630,nat,13,ins,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,321,malagasay,5007,1975,600,nat,4,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,322,malagasay,5008,1975,109,nat,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,323,malagasay,5009,1975,510,,1,trad,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,324,malagasay,5010,1976,291,nat,5,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,325,malagasay,5011,1976,206,nat,2,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,326,malagasay,5012,1976,350,sale,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,327,malagasay,5013,1977,500,nat,5,trad,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,328,malagasay,5014,1977,206,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
577,329,malagasay,5015,1978,229,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
566,312,malawi,4901,1968,530,sale,1,trad,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
566,313,malawi,4902,1969,220,sale,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
566,314,malawi,4903,1971,600,,2,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
653,193,malaysia,3001,1973,130,cont,6,pet,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
527,330,mauritania,5101,1974,101,sale,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
527,331,mauritania,5102,1975,102,sale,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
527,332,mauritania,5103,1975,600,sale,1,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,94,mexico,1601,1960,490,nat,1,util,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,95,mexico,1602,1965,103,nat,2,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,96,mexico,1603,1967,147,sale,2,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,97,mexico,1604,1971,102,nat,1,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,98,mexico,1605,1972,210,nat,1,mfg,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,99,mexico,1606,1974,481,sale,1,com,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,100,mexico,1607,1960,490,sale,1,util,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,101,mexico,1608,1970,356,sale,1,mfg,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
411,102,mexico,1609,1970,371,sale,1,mfg,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,538,morocco,7401,1965,13,sale,1,agr,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,539,morocco,7402,1967,101,nat,1,min,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,540,morocco,7403,1970,511,sale,1,trad,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,541,morocco,7404,1971,160,sale,2,cons,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,542,morocco,7405,1971,600,cont,1,bank,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,543,morocco,7406,1971,331,,1,mfg,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,544,morocco,7407,1971,308,sale,1,mfg,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,545,morocco,7408,1974,517,sale,10,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,546,morocco,7409,1974,481,,1,com,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,547,morocco,7410,1974,517,,2,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,548,morocco,7411,1974,650,,1,svc,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,549,morocco,7412,1975,130,nat,3,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
582,550,morocco,7413,1975,600,,6,bank,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,333,mozambique,5201,1975,91,nat,0,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,334,mozambique,5202,1975,483,nat,3,meda,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,335,mozambique,5203,1975,17,nat,6,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,336,mozambique,5204,1976,20,nat,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,337,mozambique,5205,1976,350,nat,11,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,338,mozambique,5206,1976,130,,1,pet,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,339,mozambique,5207,1976,630,nat,4,ins,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,340,mozambique,5208,1976,490,nat,1,util,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,341,mozambique,5209,1976,729,nat,0,svc,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,342,mozambique,5210,1976,470,nat,0,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,343,mozambique,5211,1977,512,nat,1,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,344,mozambique,5212,1978,600,nat,5,bank,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,345,mozambique,5213,1978,110,nat,1,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,346,mozambique,5214,1978,440,nat,1,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,347,mozambique,5215,1979,324,nat,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,348,mozambique,5216,1979,344,nat,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
562,349,mozambique,5217,1979,100,nat,4,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
644,194,nepal,3101,1973,130,nat,4,pet,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
417,103,nicaragua,1701,1979,630,nat,3,ins,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
417,104,nicaragua,1702,1979,104,nat,3,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,350,nigeria,5301,1967,220,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,351,nigeria,5302,1971,130,sale,5,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,352,nigeria,5303,1973,314,sale,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,353,nigeria,5304,1973,600,sale,5,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,354,nigeria,5305,1973,130,sale,6,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,355,nigeria,5306,1974,630,nat,16,ins,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,356,nigeria,5307,1974,481,int,1,com,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,357,nigeria,5308,1976,600,sale,4,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,358,nigeria,5309,1976,130,sale,1,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
528,359,nigeria,5310,1979,131,nat,1,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
614,551,oman,7501,1972,130,sale,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
639,195,pakistan,3201,1972,630,nat,1,ins,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
639,196,pakistan,3202,1976,291,cont,1,pet,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
419,133,panama,1901,1972,490,sale,1,util,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
419,134,panama,1902,1975,102,,1,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
419,135,panama,1903,1975,17,nat,1,agr,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,105,peru,1801,1968,130,int,1,pet,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,106,peru,1802,1969,490,sale,1,util,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,107,peru,1803,1970,600,sale,3,bank,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,108,peru,1804,1970,371,nat,6,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,109,peru,1805,1970,100,nat,1,min,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,110,peru,1806,1971,100,nat,1,min,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,111,peru,1807,1972,291,nat,1,pet,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,112,peru,1808,1973,209,nat,9,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,113,peru,1809,1974,150,nat,3,cons,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,114,peru,1810,1974,102,nat,1,min,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,115,peru,1811,1974,13,nat,1,agr,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,116,peru,1812,1974,490,nat,4,util,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,117,peru,1813,1974,0,,1,,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,118,peru,1814,1974,490,nat,2,util,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,119,peru,1815,1974,324,nat,3,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,120,peru,1816,1975,101,nat,1,min,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,121,peru,1817,1975,554,nat,1,pet,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,122,peru,1818,1970,220,sale,1,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,123,peru,1819,1971,206,sale,1,agr,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,124,peru,1820,1969,13,sale,1,agr,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,125,peru,1821,1971,261,sale,1,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,126,peru,1822,1972,490,nat,1,util,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,127,peru,1823,1974,262,nat,1,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,128,peru,1824,1974,263,nat,1,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,129,peru,1825,1974,208,nat,1,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,130,peru,1826,1974,265,nat,1,mfg,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,131,peru,1827,1975,490,nat,1,util,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
428,132,peru,1828,1975,71,nat,1,agr,la,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
661,197,philippines,3301,1973,130,sale,1,pet,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
661,198,philippines,3302,1973,291,sale,2,pet,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
661,199,philippines,3303,1979,207,sale,1,mfg,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
612,552,qatar,7601,1972,130,sale,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
612,553,qatar,7602,1972,130,sale,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
601,554,s arabia,7701,1972,130,cont,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
601,555,s arabia,7702,1972,130,,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
525,360,senegal,5401,1974,490,sale,1,util,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
